user,hit,tier,history_length,n_targets,n_candidates,category_match,level_match,mean_target_popularity_rank,mean_recommended_popularity_rank
U01851,False,moderate,2,2,58,True,True,52.0,23.2
U01854,False,rich,11,2,49,True,True,29.0,12.7
U01860,False,moderate,2,1,58,False,True,44.0,24.0
U01865,False,moderate,3,1,57,True,True,22.0,23.5
U01867,False,rich,12,1,48,True,True,51.0,10.9
U01868,False,minimal,1,1,59,False,False,33.0,22.7
U01871,False,rich,9,5,51,False,True,27.2,13.5
U01872,False,rich,12,2,48,True,True,45.5,12.2
U01876,False,rich,13,1,47,True,True,50.0,8.4
U01877,True,rich,9,3,51,True,True,16.666666666666668,12.7
U01879,True,rich,12,3,48,True,True,35.666666666666664,12.4
U01896,False,rich,9,3,51,True,True,47.666666666666664,13.1
U01900,True,rich,10,1,50,True,True,4.0,15.3
U01903,True,rich,9,4,51,True,True,19.5,13.0
U01907,False,minimal,1,1,59,False,False,46.0,22.1
U01908,False,rich,9,3,51,True,True,44.333333333333336,12.8
U01917,True,rich,11,4,49,True,True,32.0,13.4
U01918,False,rich,13,1,47,True,True,42.0,12.9
U01920,False,rich,11,2,49,False,True,55.5,15.2
U01921,True,minimal,1,1,59,False,True,6.0,22.7
U01924,False,minimal,1,1,59,False,False,15.0,22.1
U01926,False,rich,10,3,50,True,True,34.0,8.8
U01929,True,rich,11,3,49,True,True,31.333333333333332,11.9
U01931,True,rich,10,1,50,True,True,4.0,10.9
U01934,True,rich,11,3,49,True,True,31.333333333333332,11.6
U01938,False,minimal,1,1,59,False,True,24.0,23.0
U01939,False,moderate,2,2,58,False,True,25.0,21.7
U01943,True,rich,11,3,49,True,True,17.0,11.3
U01950,False,minimal,1,1,59,False,False,37.0,22.1
U01953,True,rich,14,1,46,False,True,4.0,14.1
U01958,False,rich,11,1,49,True,True,17.0,11.4
U01959,True,moderate,8,4,52,True,True,38.25,14.0
U01961,True,rich,10,4,50,True,True,16.25,13.4
U01962,True,rich,10,1,50,True,True,23.0,12.6
U01979,True,rich,9,3,51,True,True,19.333333333333332,14.1
U01987,True,rich,10,3,50,True,True,23.666666666666668,15.2
U01992,False,minimal,1,1,59,True,False,31.0,22.7
U01993,False,rich,13,1,47,True,True,36.0,9.0
U01994,True,moderate,8,3,52,True,True,47.666666666666664,15.0
U01998,True,rich,12,3,48,True,True,40.666666666666664,11.3
U02000,False,minimal,1,1,59,False,True,17.0,20.4
U02003,True,moderate,3,1,57,False,True,34.0,23.5
U02010,False,rich,13,1,47,True,True,15.0,10.9
U02014,True,minimal,1,2,59,False,True,8.5,22.7
U02015,False,rich,12,2,48,True,True,25.5,10.9
U02019,False,moderate,2,1,58,False,True,52.0,9.5
U02022,False,rich,10,1,50,True,True,50.0,10.7
U02024,False,minimal,1,1,59,False,False,3.0,23.2
U02035,False,rich,12,3,48,True,True,19.0,9.5
U02038,False,rich,9,2,51,True,True,40.0,13.3
U02039,True,rich,11,2,49,True,True,38.0,13.0
U02041,False,moderate,2,1,58,False,True,53.0,21.7
U02044,False,minimal,1,1,59,False,False,32.0,25.4
U02050,True,minimal,1,2,59,False,True,21.0,20.4
U02055,False,rich,12,2,48,True,True,43.0,9.6
U02057,False,minimal,1,1,59,False,False,4.0,23.3
U02058,True,rich,11,2,49,True,True,29.0,11.7
U02060,False,moderate,2,1,58,True,False,2.0,22.3
U02064,False,rich,12,3,48,True,True,43.666666666666664,12.6
U02065,True,minimal,1,1,59,False,True,28.0,21.7
U02068,True,rich,11,2,49,True,True,16.5,10.3
U02071,False,rich,11,2,49,False,True,10.5,13.8
U02073,False,minimal,1,1,59,False,False,21.0,26.4
U02074,True,moderate,8,6,52,True,True,39.166666666666664,13.7
U02077,True,rich,12,2,48,True,True,35.0,13.9
U02078,False,minimal,1,1,59,False,False,17.0,22.7
U02080,False,minimal,1,1,59,False,False,20.0,22.1
U02086,True,minimal,1,1,59,False,True,2.0,22.1
U02091,False,moderate,2,1,58,False,False,21.0,22.7
U02094,False,rich,10,1,50,True,True,33.0,13.8
U02096,False,rich,9,4,51,True,True,32.5,13.7
U02097,True,minimal,1,1,59,False,True,23.0,20.7
U02098,False,rich,11,2,49,True,True,35.0,11.7
U02102,False,moderate,2,1,58,False,True,12.0,23.3
U02123,True,minimal,1,1,59,False,True,41.0,26.1
U02125,True,moderate,8,5,52,True,True,25.8,13.4
U02127,False,minimal,1,1,59,False,False,12.0,22.7
U02141,False,minimal,1,1,59,False,False,49.0,26.1
U02143,False,moderate,2,1,58,False,True,42.0,21.7
U02144,False,rich,12,2,48,False,True,47.5,12.5
U02147,False,rich,9,6,51,True,True,38.166666666666664,9.0
U02149,False,rich,13,2,47,False,True,21.5,14.6
U02151,True,rich,10,3,50,True,True,37.333333333333336,13.9
U02152,False,rich,9,4,51,True,True,42.75,10.7
U02153,True,rich,10,3,50,True,True,29.333333333333332,9.4
U02154,False,minimal,1,2,59,False,False,19.5,23.0
U02155,False,rich,12,2,48,False,True,46.0,17.2
U02157,False,moderate,2,1,58,False,False,8.0,21.7
U02158,False,moderate,3,1,57,False,True,40.0,21.7
U02159,False,minimal,1,1,59,False,False,26.0,22.7
U02161,False,rich,11,3,49,True,True,37.666666666666664,14.9
U02167,True,minimal,1,2,59,False,True,46.5,26.5
U02174,False,rich,9,5,51,False,True,47.0,9.1
U02175,False,minimal,1,1,59,False,False,24.0,21.7
U02181,False,minimal,1,1,59,False,False,48.0,20.4
U02185,False,minimal,1,1,59,False,False,43.0,24.0
U02186,False,moderate,3,1,57,False,True,45.0,21.7
U02190,False,moderate,3,1,57,True,False,21.0,27.6
U02191,False,moderate,3,1,57,True,True,32.0,9.5
U02193,False,minimal,1,1,59,False,True,3.0,24.0
U02194,True,minimal,1,1,59,False,True,20.0,25.0
U02198,False,minimal,1,1,59,True,False,45.0,21.7
U02199,False,moderate,7,5,53,True,True,40.2,13.5
U02200,False,minimal,1,1,59,False,False,48.0,21.7
U02206,False,moderate,2,1,58,True,True,2.0,22.7
U02208,False,minimal,1,1,59,False,False,23.0,21.7
U02212,False,rich,13,2,47,False,True,28.0,13.9
U02215,True,moderate,7,4,53,True,True,8.25,11.7
U02217,False,rich,12,2,48,True,True,29.0,9.5
U02224,True,moderate,8,5,52,True,True,23.4,11.1
U02225,False,minimal,1,1,59,False,True,29.0,23.3
U02229,False,minimal,1,1,59,False,False,33.0,22.7
U02231,False,rich,11,2,49,True,True,28.5,12.6
U02233,False,minimal,1,1,59,False,True,3.0,25.0
U02241,False,minimal,1,1,59,False,True,38.0,22.7
U02248,True,rich,10,4,50,True,True,30.5,10.1
U02250,False,rich,10,3,50,False,True,36.333333333333336,12.3
U02254,False,rich,14,1,46,True,True,15.0,12.8
U02258,True,rich,12,4,48,True,True,29.25,12.3
U02262,False,moderate,2,1,58,False,False,34.0,22.5
U02274,True,minimal,1,1,59,False,True,13.0,21.7
U02275,False,minimal,1,1,59,False,False,26.0,21.7
U02288,True,rich,11,4,49,True,True,29.75,12.4
U02290,False,rich,12,3,48,True,True,32.0,12.4
U02291,False,minimal,1,1,59,False,True,44.0,21.7
U02299,True,minimal,1,1,59,False,True,10.0,23.5
U02300,False,rich,13,2,47,True,True,35.0,11.7
U02301,True,rich,12,1,48,True,True,6.0,18.3
U02306,True,rich,10,3,50,True,True,32.666666666666664,9.3
U02315,False,rich,11,3,49,True,True,34.333333333333336,13.6
U02321,False,minimal,1,1,59,False,False,30.0,21.7
U02324,False,moderate,2,1,58,False,True,1.0,23.3
U02326,False,minimal,1,1,59,True,False,35.0,23.0
U02328,False,minimal,1,2,59,False,False,47.5,23.3
U02333,False,moderate,2,1,58,False,False,32.0,21.7
U02336,True,rich,12,2,48,True,True,34.0,11.3
U02337,True,rich,9,4,51,True,True,39.5,9.6
U02341,True,rich,10,3,50,True,True,18.333333333333332,11.1
U02344,False,rich,10,4,50,True,True,30.0,13.5
U02349,False,rich,12,2,48,True,True,28.0,12.3
U02352,False,moderate,2,1,58,True,True,1.0,25.0
U02358,False,moderate,3,1,57,False,True,49.0,25.4
U02368,False,minimal,1,3,59,False,True,36.0,21.7
U02369,False,minimal,1,1,59,False,False,44.0,20.4
U02370,True,rich,9,5,51,True,True,23.2,14.9
U02371,False,moderate,8,4,52,True,True,36.75,9.5
U02374,True,moderate,2,1,58,True,True,7.0,23.8
U02377,False,minimal,1,1,59,False,False,3.0,22.4
U02379,False,minimal,1,1,59,False,True,9.0,22.4
U02380,False,moderate,2,1,58,False,False,15.0,22.1
U02390,False,minimal,1,1,59,True,False,50.0,22.7
U02410,False,rich,11,1,49,True,True,54.0,12.6
U02415,False,rich,9,2,51,False,True,51.0,11.0
U02425,True,minimal,1,1,59,False,True,43.0,22.7
U02429,True,moderate,2,1,58,True,True,51.0,22.8
U02432,True,rich,13,2,47,False,True,14.0,13.0
U02443,False,minimal,1,1,59,True,True,17.0,21.7
U02445,True,moderate,6,8,54,True,True,23.625,9.5
U02446,True,minimal,1,1,59,False,True,20.0,23.5
U02452,False,minimal,1,1,59,False,False,22.0,23.8
U02459,True,moderate,6,6,54,True,True,31.833333333333332,20.4
U02465,True,minimal,1,1,59,False,True,51.0,20.7
U02469,True,minimal,1,1,59,False,True,22.0,23.5
U02470,True,rich,9,4,51,True,True,31.75,10.8
U02482,False,minimal,1,1,59,False,False,53.0,22.7
U02485,True,rich,11,3,49,True,True,24.0,13.0
U02486,False,minimal,1,1,59,True,False,55.0,24.0
U02490,True,rich,11,2,49,True,True,8.0,15.3
U02504,False,moderate,3,1,57,False,True,18.0,9.5
U02509,True,moderate,2,1,58,False,True,7.0,23.2
U02512,False,rich,13,1,47,True,True,39.0,13.8
U02515,False,rich,10,1,50,False,True,21.0,13.4
U02521,False,moderate,3,1,57,False,True,35.0,23.8
U02526,False,minimal,1,1,59,False,True,29.0,22.1
U02531,True,moderate,3,1,57,True,True,8.0,27.4
U02534,False,minimal,1,1,59,False,False,34.0,20.7
U02539,False,minimal,1,1,59,True,False,59.0,24.0
U02540,False,rich,14,1,46,True,True,16.0,10.6
U02541,False,rich,11,2,49,True,True,23.0,14.0
U02542,False,rich,10,3,50,True,True,29.666666666666668,9.5
U02553,False,minimal,1,1,59,False,False,33.0,24.0
U02562,False,moderate,3,1,57,False,True,40.0,26.1
U02564,False,rich,10,3,50,True,True,33.333333333333336,8.9
U02566,False,rich,12,2,48,True,True,42.0,14.7
U02575,False,minimal,1,1,59,False,True,25.0,22.7
U02582,True,rich,11,4,49,True,True,12.25,11.8
U02583,True,moderate,8,6,52,True,True,21.833333333333332,13.4
U02587,False,minimal,1,1,59,False,True,32.0,22.7
U02592,False,minimal,1,1,59,False,True,30.0,24.0
U02597,False,minimal,1,1,59,False,True,17.0,21.7
U02600,True,moderate,2,1,58,False,True,28.0,22.0
U02602,False,rich,9,4,51,True,True,42.75,11.9
U02605,False,rich,9,3,51,True,True,36.333333333333336,11.1
U02612,False,rich,9,5,51,True,True,31.2,9.1
U02614,False,rich,11,2,49,True,True,39.0,11.9
U02616,True,moderate,7,6,53,True,True,37.166666666666664,9.1
U02618,False,moderate,2,1,58,False,True,14.0,9.5
U02620,False,minimal,1,1,59,False,False,21.0,20.7
U02623,True,rich,9,2,51,True,True,26.5,9.5
U02624,False,minimal,1,2,59,False,True,35.0,26.4
U02625,False,minimal,1,1,59,False,False,3.0,21.7
U02626,False,moderate,2,1,58,False,False,10.0,23.3
U02630,False,rich,10,2,50,True,True,48.0,11.6
U02633,False,rich,13,1,47,True,True,19.0,12.6
U02640,False,moderate,2,1,58,False,False,56.0,21.7
U02643,True,rich,11,4,49,True,True,32.25,14.7
U02644,False,moderate,3,1,57,True,True,55.0,20.4
U02645,False,rich,9,1,51,False,True,31.0,12.3
U02651,True,rich,10,6,50,True,True,30.333333333333332,13.2
U02658,False,moderate,2,1,58,False,False,33.0,22.7
U02663,False,rich,12,2,48,True,True,24.0,12.3
U02672,False,rich,13,1,47,True,True,12.0,12.8
U02675,False,moderate,3,1,57,True,True,22.0,22.0
U02679,False,rich,9,2,51,True,True,30.5,9.0
U02683,True,rich,10,5,50,True,True,25.2,10.0
U02684,True,rich,12,2,48,True,True,12.5,12.6
U02686,False,moderate,2,2,58,True,True,39.0,24.2
U02696,False,minimal,1,1,59,False,False,19.0,23.0
U02697,True,moderate,3,1,57,False,True,31.0,24.4
U02698,True,moderate,8,4,52,True,True,24.25,10.9
U02701,False,moderate,3,1,57,False,False,5.0,23.3
U02709,False,rich,10,2,50,True,True,43.5,13.2
U02715,False,minimal,1,1,59,False,False,50.0,23.2
U02733,True,rich,9,5,51,True,True,37.8,11.1
U02746,False,moderate,2,1,58,True,False,2.0,23.3
U02749,False,minimal,1,1,59,False,False,14.0,22.4
U02750,False,minimal,1,1,59,False,True,17.0,23.3
U02754,False,rich,10,3,50,True,True,37.0,11.8
U02761,False,moderate,2,2,58,True,False,56.5,24.0
U02767,True,rich,12,2,48,True,True,10.0,12.3
U02770,True,rich,10,4,50,True,True,19.0,13.4
U02775,False,rich,11,1,49,True,True,46.0,10.0
U02776,False,minimal,1,1,59,False,False,22.0,23.2
U02778,False,moderate,2,1,58,False,False,53.0,24.0
U02781,False,moderate,2,1,58,False,True,52.0,24.0
U02784,False,minimal,1,1,59,False,False,34.0,22.7
U02786,True,rich,10,2,50,True,True,7.5,10.9
U02788,True,moderate,7,5,53,True,True,22.2,10.3
U02789,False,moderate,3,1,57,False,True,40.0,27.2
U02792,False,rich,13,1,47,True,True,35.0,13.5
U02793,True,rich,11,3,49,True,True,37.333333333333336,14.0
U02803,True,minimal,1,1,59,False,True,13.0,21.7
U02808,False,minimal,1,1,59,True,False,54.0,21.7
U02814,False,minimal,1,1,59,False,True,32.0,24.0
U02821,False,moderate,6,5,54,True,True,30.0,20.9
U02825,True,moderate,7,6,53,True,True,30.833333333333332,8.3
U02832,False,rich,9,2,51,True,True,18.5,13.5
U02837,False,minimal,1,1,59,False,False,27.0,22.7
U02839,False,moderate,3,1,57,False,False,12.0,20.4
U02842,False,minimal,1,1,59,False,False,20.0,23.2
U02843,True,rich,12,2,48,True,True,27.5,13.6
U02844,True,moderate,8,4,52,True,True,22.25,11.6
U02850,True,rich,10,3,50,True,True,16.0,9.5
U02857,False,rich,11,1,49,False,True,5.0,13.9
U02858,True,moderate,3,1,57,False,True,6.0,22.8
U02881,False,moderate,3,1,57,True,True,43.0,21.7
U02883,True,rich,9,3,51,True,True,35.333333333333336,11.9
U02885,True,moderate,2,1,58,False,True,6.0,20.7
U02887,False,moderate,3,1,57,False,False,55.0,23.1
U02890,True,minimal,1,1,59,False,True,12.0,24.0
U02895,False,minimal,1,1,59,False,True,4.0,22.7
U02898,False,moderate,2,2,58,True,True,48.5,28.6
U02899,False,rich,11,2,49,True,True,50.5,13.3
U02906,True,moderate,2,1,58,False,True,30.0,9.1
U02909,True,rich,11,3,49,True,True,18.666666666666668,13.0
U02912,False,minimal,1,1,59,False,True,34.0,21.7
U02914,False,minimal,1,1,59,False,False,17.0,25.8
U02915,True,rich,10,4,50,False,True,18.0,13.2
U02916,True,rich,13,2,47,False,True,2.5,11.5
U02923,False,moderate,2,1,58,False,True,20.0,9.5
U02925,False,moderate,3,1,57,False,False,13.0,26.4
U02927,False,rich,13,2,47,True,True,43.5,12.2
U02931,True,rich,10,5,50,True,True,24.4,12.8
U02936,False,minimal,1,1,59,False,False,57.0,23.3
U02937,False,rich,11,2,49,True,True,26.5,9.1
U02940,False,minimal,1,2,59,False,True,17.0,22.7
U02941,True,rich,11,1,49,True,True,3.0,9.5
U02942,False,moderate,2,1,58,False,False,43.0,21.7
U02945,True,rich,9,3,51,True,True,31.666666666666668,9.5
U02947,False,rich,9,2,51,False,True,43.0,13.3
U02949,False,minimal,1,1,59,False,False,0.0,24.0
U02950,True,moderate,3,1,57,True,True,18.0,21.7
U02958,True,rich,9,3,51,True,True,24.666666666666668,11.4
U02968,False,minimal,1,1,59,False,False,0.0,21.7
U02969,False,rich,12,1,48,True,True,32.0,12.0
U02970,False,minimal,1,1,59,False,False,7.0,22.1
U02971,True,rich,10,3,50,True,True,16.333333333333332,13.3
U02974,True,rich,10,4,50,True,True,20.25,14.1
U02976,True,rich,13,3,47,True,True,27.0,10.4
U02980,True,rich,11,1,49,False,True,25.0,11.2
U02981,True,rich,12,2,48,True,True,8.5,10.7
U02984,False,rich,9,5,51,True,True,30.0,12.4
U02989,True,moderate,7,4,53,True,True,30.5,24.5
U02992,False,rich,10,2,50,True,True,16.0,13.3
U02994,True,rich,13,1,47,False,True,14.0,13.9
